,CustomerID,recency,frequency,monetary,rq,fq,mq,r_total,rfm_score,segment_5,segment_3,segment_4
1884,15466,84,1,334.53,2,1,2,5,212,Hibernating,low,Hibernating
1885,15467,8,3,524.88,4,3,2,9,432,Potential Loyalists,moderate,High Potential
1886,15468,50,2,467.51,3,2,2,7,322,New Customers,moderate,High Potential
1887,15469,49,2,538.55,3,2,2,7,322,New Customers,moderate,High Potential
1888,15471,1,1,469.47999999999996,4,1,2,7,412,New Customers,moderate,High Potential
1889,15472,112,1,371.56,2,1,2,5,212,Hibernating,low,Hibernating
1890,15473,13,7,1771.2,4,4,4,12,444,Champions,high,Best of the Best
1891,15475,76,1,454.10999999999996,2,1,2,5,212,Hibernating,low,Hibernating
1892,15478,39,2,1441.42,3,2,3,8,323,New Customers,moderate,High Potential
1893,15482,15,12,11054.96,4,4,4,12,444,Champions,high,Best of the Best
1894,15483,160,4,233.80999999999997,1,3,1,5,131,Can't Loose Them,low,Can't Loose Them
1895,15484,0,4,3594.31,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1896,15485,29,3,2575.0,3,3,4,10,334,Potential Loyalists,high,Best of the Best
1897,15488,92,1,91.32000000000001,2,1,1,4,211,Hibernating,low,Hibernating
1898,15489,22,3,1134.28,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1899,15491,94,6,3100.09,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
1900,15492,27,2,659.4599999999999,3,2,3,8,323,New Customers,moderate,High Potential
1901,15493,32,5,2001.8,3,3,4,10,334,Potential Loyalists,high,Best of the Best
1902,15494,20,2,1299.23,3,2,3,8,323,New Customers,moderate,High Potential
1903,15497,17,2,1262.2,4,2,3,9,423,New Customers,moderate,High Potential
1904,15498,2,27,13316.4,4,4,4,12,444,Champions,high,Best of the Best
1905,15500,7,4,1131.56,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1906,15502,15,12,10384.929999999998,4,4,4,12,444,Champions,high,Best of the Best
1907,15503,362,1,147.09,1,1,1,3,111,Hibernating,low,Hibernating
1908,15504,80,1,52.83,2,1,1,4,211,Hibernating,low,Hibernating
1909,15505,52,5,3610.96,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
1910,15506,22,3,979.2599999999999,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1911,15507,171,1,492.36,1,1,2,4,112,Hibernating,low,Hibernating
1912,15508,188,6,1000.27,1,4,3,8,143,Can't Loose Them,moderate,Can't Loose Them
1913,15510,330,1,250.0,1,1,1,3,111,Hibernating,low,Hibernating
1914,15511,11,5,909.2299999999999,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1915,15512,155,2,121.0,1,2,1,4,121,Hibernating,low,Hibernating
1916,15513,32,19,14758.220000000003,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1917,15514,11,11,4139.46,4,4,4,12,444,Champions,high,Best of the Best
1918,15516,44,3,62.43,3,3,1,7,331,Potential Loyalists,moderate,High Potential
1919,15517,232,1,267.03,1,1,1,3,111,Hibernating,low,Hibernating
1920,15518,63,8,1942.45,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
1921,15520,1,1,343.5,4,1,2,7,412,New Customers,moderate,High Potential
1922,15521,39,8,3000.2,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1923,15522,32,2,398.84,3,2,2,7,322,New Customers,moderate,High Potential
1924,15523,83,1,412.01000000000005,2,1,2,5,212,Hibernating,low,Hibernating
1925,15524,24,1,440.0,3,1,2,6,312,New Customers,low,High Potential
1926,15525,1,3,825.9199999999998,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1927,15526,32,2,148.44,3,2,1,6,321,New Customers,low,High Potential
1928,15527,18,8,2429.78,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1929,15528,253,1,229.32999999999998,1,1,1,3,111,Hibernating,low,Hibernating
1930,15529,22,11,3995.23,3,4,4,11,344,Potential Loyalists,high,Best of the Best
1931,15530,21,4,1502.35,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1932,15531,7,2,2007.44,4,2,4,10,424,New Customers,high,High Potential
1933,15532,24,4,1580.93,3,3,4,10,334,Potential Loyalists,high,Best of the Best
1934,15533,18,3,807.5699999999999,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1935,15535,172,4,536.4,1,3,2,6,132,Can't Loose Them,low,Can't Loose Them
1936,15537,162,1,110.92,1,1,1,3,111,Hibernating,low,Hibernating
1937,15539,6,1,538.46,4,1,2,7,412,New Customers,moderate,High Potential
1938,15540,10,1,213.3,4,1,1,6,411,New Customers,low,High Potential
1939,15541,113,1,85.13000000000001,2,1,1,4,211,Hibernating,low,Hibernating
1940,15543,287,1,127.86,1,1,1,3,111,Hibernating,low,Hibernating
1941,15544,8,9,3546.71,4,4,4,12,444,Champions,high,Best of the Best
1942,15545,53,2,292.71999999999997,2,2,1,5,221,Hibernating,low,Hibernating
1943,15547,6,14,4954.84,4,4,4,12,444,Champions,high,Best of the Best
1944,15549,76,3,1693.26,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
1945,15550,3,4,575.63,4,3,2,9,432,Potential Loyalists,moderate,High Potential
1946,15551,36,1,436.06,3,1,2,6,312,New Customers,low,High Potential
1947,15552,216,1,90.12,1,1,1,3,111,Hibernating,low,Hibernating
1948,15553,59,1,437.23,2,1,2,5,212,Hibernating,low,Hibernating
1949,15554,277,1,217.2,1,1,1,3,111,Hibernating,low,Hibernating
1950,15555,11,16,4805.17,4,4,4,12,444,Champions,high,Best of the Best
1951,15556,23,1,279.77,3,1,1,5,311,New Customers,low,High Potential
1952,15557,28,1,473.65,3,1,2,6,312,New Customers,low,High Potential
1953,15561,11,4,800.59,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1954,15562,351,1,134.55,1,1,1,3,111,Hibernating,low,Hibernating
1955,15563,21,4,1400.44,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1956,15565,49,2,173.16,3,2,1,6,321,New Customers,low,High Potential
1957,15567,18,1,186.01,3,1,1,5,311,New Customers,low,High Potential
1958,15568,2,3,758.29,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1959,15569,103,5,1375.71,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
1960,15570,6,12,4165.52,4,4,4,12,444,Champions,high,Best of the Best
1961,15571,11,4,650.4300000000001,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1962,15572,4,7,2552.86,4,4,4,12,444,Champions,high,Best of the Best
1963,15573,31,2,607.45,3,2,2,7,322,New Customers,moderate,High Potential
1964,15574,177,4,702.25,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
1965,15576,37,1,940.6700000000001,3,1,3,7,313,New Customers,moderate,High Potential
1966,15577,150,3,258.88,1,3,1,5,131,Can't Loose Them,low,Can't Loose Them
1967,15578,161,1,127.1,1,1,1,3,111,Hibernating,low,Hibernating
1968,15579,68,2,348.6,2,2,2,6,222,Hibernating,low,Hibernating
1969,15581,120,13,3679.9700000000003,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
1970,15582,24,3,682.9100000000001,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1971,15584,23,4,725.11,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1972,15585,176,1,455.3,1,1,2,4,112,Hibernating,low,Hibernating
1973,15587,49,4,913.6800000000001,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1974,15589,255,3,478.53000000000003,1,3,2,6,132,Can't Loose Them,low,Can't Loose Them
1975,15592,46,1,388.58,3,1,2,6,312,New Customers,low,High Potential
1976,15593,70,1,199.8,2,1,1,4,211,Hibernating,low,Hibernating
1977,15594,15,5,1771.78,4,3,4,11,434,Potential Loyalists,high,Best of the Best
1978,15596,100,5,1406.59,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
1979,15597,34,1,324.57,3,1,2,6,312,New Customers,low,High Potential
1980,15598,52,1,240.68,2,1,1,4,211,Hibernating,low,Hibernating
1981,15599,26,2,761.74,3,2,3,8,323,New Customers,moderate,High Potential
1982,15601,10,14,6776.56,4,4,4,12,444,Champions,high,Best of the Best
1983,15602,7,9,1297.8700000000001,4,4,3,11,443,Champions,high,Best of the Best
1984,15603,78,1,48.480000000000004,2,1,1,4,211,Hibernating,low,Hibernating
1985,15604,51,1,216.39,2,1,1,4,211,Hibernating,low,Hibernating
1986,15605,35,5,1198.23,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1987,15606,60,9,2920.16,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
1988,15607,336,1,104.76,1,1,1,3,111,Hibernating,low,Hibernating
1989,15608,27,4,1093.68,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1990,15609,183,1,298.48,1,1,2,4,112,Hibernating,low,Hibernating
1991,15610,51,1,112.46,2,1,1,4,211,Hibernating,low,Hibernating
1992,15611,9,13,1591.45,4,4,4,12,444,Champions,high,Best of the Best
1993,15612,35,2,195.15,3,2,1,6,321,New Customers,low,High Potential
1994,15615,9,23,10399.74,4,4,4,12,444,Champions,high,Best of the Best
1995,15618,32,4,776.851,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
1996,15619,10,1,336.40000000000003,4,1,2,7,412,New Customers,moderate,High Potential
1997,15620,56,3,1553.18,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
1998,15621,3,4,1293.03,4,3,3,10,433,Potential Loyalists,high,Best of the Best
1999,15622,42,9,3709.56,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2000,15623,140,1,301.03,2,1,2,5,212,Hibernating,low,Hibernating
2001,15624,116,4,588.13,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
2002,15625,103,4,1534.26,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
2003,15626,74,2,675.8,2,2,3,7,223,Hibernating,moderate,Hibernating
2004,15628,4,9,2870.2400000000002,4,4,4,12,444,Champions,high,Best of the Best
2005,15630,44,2,1186.35,3,2,3,8,323,New Customers,moderate,High Potential
2006,15632,15,8,3285.31,4,4,4,12,444,Champions,high,Best of the Best
2007,15634,16,1,243.55,4,1,1,6,411,New Customers,low,High Potential
2008,15636,89,2,724.76,2,2,3,7,223,Hibernating,moderate,Hibernating
2009,15637,52,1,223.36,2,1,1,4,211,Hibernating,low,Hibernating
2010,15639,133,1,425.32,2,1,2,5,212,Hibernating,low,Hibernating
2011,15640,3,15,12515.659999999998,4,4,4,12,444,Champions,high,Best of the Best
2012,15641,104,4,1887.2,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
2013,15643,191,3,664.0,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
2014,15644,165,4,813.0,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
2015,15645,18,1,612.01,3,1,2,6,312,New Customers,low,High Potential
2016,15646,157,3,447.64000000000004,1,3,2,6,132,Can't Loose Them,low,Can't Loose Them
2017,15648,203,2,657.35,1,2,3,6,123,Hibernating,low,Hibernating
2018,15649,335,2,816.0,1,2,3,6,123,Hibernating,low,Hibernating
2019,15651,36,3,646.3,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2020,15652,90,1,337.74,2,1,2,5,212,Hibernating,low,Hibernating
2021,15653,92,2,877.4399999999999,2,2,3,7,223,Hibernating,moderate,Hibernating
2022,15654,8,2,922.5300000000001,4,2,3,9,423,New Customers,moderate,High Potential
2023,15655,242,1,560.67,1,1,2,4,112,Hibernating,low,Hibernating
2024,15656,44,4,748.5,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2025,15657,22,1,30.0,3,1,1,5,311,New Customers,low,High Potential
2026,15658,189,5,1024.1000000000001,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
2027,15659,43,1,306.45,3,1,2,6,312,New Customers,low,High Potential
2028,15660,24,9,1600.86,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2029,15661,316,2,309.8,1,2,2,5,122,Hibernating,low,Hibernating
2030,15663,105,1,138.14,2,1,1,4,211,Hibernating,low,Hibernating
2031,15664,50,1,386.43,3,1,2,6,312,New Customers,low,High Potential
2032,15665,167,2,2242.01,1,2,4,7,124,Hibernating,moderate,Hibernating
2033,15667,39,1,301.32,3,1,2,6,312,New Customers,low,High Potential
2034,15668,217,1,76.32000000000001,1,1,1,3,111,Hibernating,low,Hibernating
2035,15669,39,4,684.34,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2036,15670,296,1,173.05000000000004,1,1,1,3,111,Hibernating,low,Hibernating
2037,15671,18,7,2657.13,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2038,15673,87,4,2881.02,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
2039,15674,72,5,2446.6,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
2040,15675,80,3,323.69,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
2041,15676,18,3,3435.76,3,3,4,10,334,Potential Loyalists,high,Best of the Best
2042,15677,48,1,657.23,3,1,3,7,313,New Customers,moderate,High Potential
2043,15678,52,1,352.7,2,1,2,5,212,Hibernating,low,Hibernating
2044,15679,23,4,781.28,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2045,15680,8,3,1333.68,4,3,3,10,433,Potential Loyalists,high,Best of the Best
2046,15681,24,5,1426.1600000000003,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2047,15683,116,1,193.75,2,1,1,4,211,Hibernating,low,Hibernating
2048,15687,8,9,2993.1,4,4,4,12,444,Champions,high,Best of the Best
2049,15689,119,2,254.10000000000002,2,2,1,5,221,Hibernating,low,Hibernating
2050,15690,3,2,239.76,4,2,1,7,421,New Customers,moderate,High Potential
2051,15691,251,1,136.8,1,1,1,3,111,Hibernating,low,Hibernating
2052,15692,27,1,191.04,3,1,1,5,311,New Customers,low,High Potential
2053,15694,0,14,6479.4,4,4,4,12,444,Champions,high,Best of the Best
2054,15695,266,2,409.9800000000001,1,2,2,5,122,Hibernating,low,Hibernating
2055,15696,32,8,2736.46,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2056,15699,17,1,309.65,4,1,2,7,412,New Customers,moderate,High Potential
2057,15700,171,2,696.68,1,2,3,6,123,Hibernating,low,Hibernating
2058,15701,1,4,1542.1400000000003,4,3,3,10,433,Potential Loyalists,high,Best of the Best
2059,15703,264,1,211.5,1,1,1,3,111,Hibernating,low,Hibernating
2060,15704,139,4,2293.62,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
2061,15705,200,1,143.1,1,1,1,3,111,Hibernating,low,Hibernating
2062,15706,63,4,1060.56,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
2063,15707,34,4,945.5799999999999,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2064,15708,40,7,3364.2400000000002,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2065,15709,283,1,133.25,1,1,1,3,111,Hibernating,low,Hibernating
2066,15712,8,5,1072.3600000000001,4,3,3,10,433,Potential Loyalists,high,Best of the Best
2067,15713,142,2,356.7,2,2,2,6,222,Hibernating,low,Hibernating
2068,15714,11,2,330.88,4,2,2,8,422,New Customers,moderate,High Potential
2069,15716,145,4,1118.81,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
2070,15717,233,1,150.3,1,1,1,3,111,Hibernating,low,Hibernating
2071,15719,32,13,5045.61,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2072,15720,23,1,598.73,3,1,2,6,312,New Customers,low,High Potential
2073,15721,11,1,507.08,4,1,2,7,412,New Customers,moderate,High Potential
2074,15722,35,5,2222.56,3,3,4,10,334,Potential Loyalists,high,Best of the Best
2075,15723,364,1,203.10000000000002,1,1,1,3,111,Hibernating,low,Hibernating
2076,15724,200,2,218.25,1,2,1,4,121,Hibernating,low,Hibernating
2077,15725,14,1,415.25,4,1,2,7,412,New Customers,moderate,High Potential
2078,15727,16,7,5178.96,4,4,4,12,444,Champions,high,Best of the Best
2079,15729,212,1,85.0,1,1,1,3,111,Hibernating,low,Hibernating
2080,15730,65,3,1120.88,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
2081,15732,211,2,294.12,1,2,1,4,121,Hibernating,low,Hibernating
2082,15733,282,1,162.3,1,1,1,3,111,Hibernating,low,Hibernating
2083,15734,114,2,1339.4500000000003,2,2,3,7,223,Hibernating,moderate,Hibernating
2084,15737,14,8,1205.1200000000001,4,4,3,11,443,Champions,high,Best of the Best
2085,15738,18,16,4812.42,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2086,15739,65,1,449.12,2,1,2,5,212,Hibernating,low,Hibernating
2087,15740,48,1,154.88,3,1,1,5,311,New Customers,low,High Potential
2088,15743,15,4,784.4600000000002,4,3,3,10,433,Potential Loyalists,high,Best of the Best
2089,15744,77,1,34.8,2,1,1,4,211,Hibernating,low,Hibernating
2090,15745,18,4,1094.59,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2091,15746,133,1,196.87999999999997,2,1,1,4,211,Hibernating,low,Hibernating
2092,15747,12,3,974.04,4,3,3,10,433,Potential Loyalists,high,Best of the Best
2093,15748,39,1,149.31,3,1,1,5,311,New Customers,low,High Potential
2094,15749,234,3,44534.3,1,3,4,8,134,Can't Loose Them,moderate,Can't Loose Them
2095,15750,2,8,2465.48,4,4,4,12,444,Champions,high,Best of the Best
2096,15752,39,7,2637.3799999999997,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2097,15753,304,1,79.2,1,1,1,3,111,Hibernating,low,Hibernating
2098,15754,50,3,458.57,3,3,2,8,332,Potential Loyalists,moderate,High Potential
2099,15755,9,6,2364.25,4,4,4,12,444,Champions,high,Best of the Best
2100,15756,60,4,532.96,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
2101,15757,65,2,714.42,2,2,3,7,223,Hibernating,moderate,Hibernating
2102,15758,24,1,205.25,3,1,1,5,311,New Customers,low,High Potential
2103,15759,217,3,253.04,1,3,1,5,131,Can't Loose Them,low,Can't Loose Them
2104,15762,64,2,583.75,2,2,2,6,222,Hibernating,low,Hibernating
2105,15763,31,2,1086.92,3,2,3,8,323,New Customers,moderate,High Potential
2106,15764,87,6,3279.97,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
2107,15766,63,1,315.06,2,1,2,5,212,Hibernating,low,Hibernating
2108,15768,115,3,621.8299999999998,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
2109,15769,6,26,56252.72,4,4,4,12,444,Champions,high,Best of the Best
2110,15773,5,1,635.6800000000001,4,1,2,7,412,New Customers,moderate,High Potential
2111,15774,68,1,270.8,2,1,1,4,211,Hibernating,low,Hibernating
2112,15775,244,1,104.9,1,1,1,3,111,Hibernating,low,Hibernating
2113,15776,132,1,241.62,2,1,1,4,211,Hibernating,low,Hibernating
2114,15777,240,4,1047.11,1,3,3,7,133,Can't Loose Them,moderate,Can't Loose Them
2115,15780,183,3,475.28000000000003,1,3,2,6,132,Can't Loose Them,low,Can't Loose Them
2116,15781,24,3,345.46,3,3,2,8,332,Potential Loyalists,moderate,High Potential
2117,15782,9,3,2614.7400000000002,4,3,4,11,434,Potential Loyalists,high,Best of the Best
2118,15783,10,1,246.3,4,1,1,6,411,New Customers,low,High Potential
2119,15785,32,5,2328.9700000000003,3,3,4,10,334,Potential Loyalists,high,Best of the Best
2120,15786,45,3,4932.2,3,3,4,10,334,Potential Loyalists,high,Best of the Best
2121,15787,25,3,948.05,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2122,15789,357,1,351.3,1,1,2,4,112,Hibernating,low,Hibernating
2123,15790,9,1,220.85,4,1,1,6,411,New Customers,low,High Potential
2124,15791,43,2,1612.69,3,2,4,9,324,New Customers,moderate,High Potential
2125,15793,14,3,965.61,4,3,3,10,433,Potential Loyalists,high,Best of the Best
2126,15795,149,1,610.01,1,1,2,4,112,Hibernating,low,Hibernating
2127,15796,0,8,2711.56,4,4,4,12,444,Champions,high,Best of the Best
2128,15797,112,4,2207.4,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
2129,15799,75,3,884.14,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
2130,15800,106,2,699.08,2,2,3,7,223,Hibernating,moderate,Hibernating
2131,15801,45,3,1063.95,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2132,15802,142,1,451.42,2,1,2,5,212,Hibernating,low,Hibernating
2133,15803,50,1,415.82000000000005,3,1,2,6,312,New Customers,low,High Potential
2134,15804,0,13,4206.39,4,4,4,12,444,Champions,high,Best of the Best
2135,15805,22,17,5528.4800000000005,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2136,15806,45,3,784.58,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2137,15807,49,3,903.9,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2138,15808,305,4,3734.9700000000003,1,3,4,8,134,Can't Loose Them,moderate,Can't Loose Them
2139,15809,35,5,515.77,3,3,2,8,332,Potential Loyalists,moderate,High Potential
2140,15810,78,4,1391.98,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
2141,15811,21,6,2218.62,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2142,15812,106,5,1801.14,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
2143,15813,207,2,1303.9099999999999,1,2,3,6,123,Hibernating,low,Hibernating
2144,15814,16,4,1945.3300000000002,4,3,4,11,434,Potential Loyalists,high,Best of the Best
2145,15815,63,5,2100.6,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
2146,15819,48,4,1905.45,3,3,4,10,334,Potential Loyalists,high,Best of the Best
2147,15820,319,1,206.98,1,1,1,3,111,Hibernating,low,Hibernating
2148,15821,43,2,570.96,3,2,2,7,322,New Customers,moderate,High Potential
2149,15822,2,2,885.47,4,2,3,9,423,New Customers,moderate,High Potential
2150,15823,371,1,15.0,1,1,1,3,111,Hibernating,low,Hibernating
2151,15825,171,1,532.94,1,1,2,4,112,Hibernating,low,Hibernating
2152,15826,55,3,1654.31,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
2153,15827,72,14,1836.0900000000001,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
2154,15829,98,2,636.14,2,2,2,6,222,Hibernating,low,Hibernating
2155,15830,37,1,576.0,3,1,2,6,312,New Customers,low,High Potential
2156,15831,57,3,801.76,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
2157,15832,253,1,836.79,1,1,3,5,113,Hibernating,low,Hibernating
2158,15834,69,4,2233.75,2,3,4,9,234,Can't Loose Them,moderate,Can't Loose Them
2159,15835,43,4,954.09,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2160,15836,49,1,137.37,3,1,1,5,311,New Customers,low,High Potential
2161,15837,64,1,391.98,2,1,2,5,212,Hibernating,low,Hibernating
2162,15838,10,19,33643.08,4,4,4,12,444,Champions,high,Best of the Best
2163,15839,32,3,1048.49,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2164,15840,58,2,355.56,2,2,2,6,222,Hibernating,low,Hibernating
2165,15841,72,4,1224.06,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
2166,15843,303,1,118.95000000000002,1,1,1,3,111,Hibernating,low,Hibernating
2167,15844,45,1,130.73999999999998,3,1,1,5,311,New Customers,low,High Potential
2168,15845,17,8,3711.77,4,4,4,12,444,Champions,high,Best of the Best
2169,15847,37,2,389.2699999999999,3,2,2,7,322,New Customers,moderate,High Potential
2170,15850,18,2,238.85,3,2,1,6,321,New Customers,low,High Potential
2171,15852,186,2,160.71,1,2,1,4,121,Hibernating,low,Hibernating
2172,15853,51,1,110.8,2,1,1,4,211,Hibernating,low,Hibernating
2173,15854,3,12,2974.65,4,4,4,12,444,Champions,high,Best of the Best
2174,15855,136,5,712.24,2,3,3,8,233,Can't Loose Them,moderate,Can't Loose Them
2175,15856,3,27,16387.57,4,4,4,12,444,Champions,high,Best of the Best
2176,15857,18,1,297.0,3,1,1,5,311,New Customers,low,High Potential
2177,15858,15,5,1438.85,4,3,3,10,433,Potential Loyalists,high,Best of the Best
2178,15860,40,8,977.21,3,4,3,10,343,Potential Loyalists,high,Best of the Best
2179,15861,11,8,3165.36,4,4,4,12,444,Champions,high,Best of the Best
2180,15862,7,4,832.88,4,3,3,10,433,Potential Loyalists,high,Best of the Best
2181,15863,25,2,68.84,3,2,1,6,321,New Customers,low,High Potential
2182,15864,21,6,1936.3200000000002,3,4,4,11,344,Potential Loyalists,high,Best of the Best
2183,15865,40,3,895.1299999999999,3,3,3,9,333,Potential Loyalists,moderate,Best of the Best
2184,15866,100,1,230.53,2,1,1,4,211,Hibernating,low,Hibernating
2185,15867,4,15,3812.64,4,4,4,12,444,Champions,high,Best of the Best
2186,15869,276,2,149.64,1,2,1,4,121,Hibernating,low,Hibernating
2187,15870,32,1,354.09000000000003,3,1,2,6,312,New Customers,low,High Potential
2188,15872,14,2,360.93,4,2,2,8,422,New Customers,moderate,High Potential
2189,15874,63,7,4405.88,2,4,4,10,244,Can't Loose Them,high,Can't Loose Them
2190,15877,1,2,493.28,4,2,2,8,422,New Customers,moderate,High Potential
2191,15880,368,1,343.28000000000003,1,1,2,4,112,Hibernating,low,Hibernating
2192,15881,311,5,501.39000000000004,1,3,2,6,132,Can't Loose Them,low,Can't Loose Them
2193,15882,198,4,516.36,1,3,2,6,132,Can't Loose Them,low,Can't Loose Them
2194,15883,1,2,396.48,4,2,2,8,422,New Customers,moderate,High Potential
2195,15885,92,3,379.35,2,3,2,7,232,Can't Loose Them,moderate,Can't Loose Them
2196,15886,59,1,181.09,2,1,1,4,211,Hibernating,low,Hibernating
2197,15888,80,1,168.31,2,1,1,4,211,Hibernating,low,Hibernating
2198,15889,156,2,446.87000000000006,1,2,2,5,122,Hibernating,low,Hibernating
2199,15891,226,1,524.52,1,1,2,4,112,Hibernating,low,Hibernating
2200,15894,252,2,263.55,1,2,1,4,121,Hibernating,low,Hibernating
2201,15895,149,1,179.17,1,1,1,3,111,Hibernating,low,Hibernating
2202,15897,193,2,222.05000000000004,1,2,1,4,121,Hibernating,low,Hibernating
2203,15898,0,5,1388.88,4,3,3,10,433,Potential Loyalists,high,Best of the Best
2204,15899,368,1,56.25,1,1,1,3,111,Hibernating,low,Hibernating
2205,15900,23,1,351.11,3,1,2,6,312,New Customers,low,High Potential
2206,15901,16,3,363.88,4,3,2,9,432,Potential Loyalists,moderate,High Potential
2207,15903,9,7,5126.76,4,4,4,12,444,Champions,high,Best of the Best
2208,15904,7,1,164.68,4,1,1,6,411,New Customers,low,High Potential
2209,15906,19,7,1567.69,3,4,3,10,343,Potential Loyalists,high,Best of the Best
2210,15907,3,3,967.45,4,3,3,10,433,Potential Loyalists,high,Best of the Best
2211,15909,173,1,191.94,1,1,1,3,111,Hibernating,low,Hibernating
2212,15910,0,8,1232.18,4,4,3,11,443,Champions,high,Best of the Best
2213,15912,177,2,264.62,1,2,1,4,121,Hibernating,low,Hibernating
2214,15916,15,8,1528.09,4,4,3,11,443,Champions,high,Best of the Best
2215,15917,247,1,123.09999999999998,1,1,1,3,111,Hibernating,low,Hibernating
2216,15918,190,2,334.23,1,2,2,5,122,Hibernating,low,Hibernating
2217,15919,19,2,639.89,3,2,2,7,322,New Customers,moderate,High Potential
2218,15920,153,4,167.5,1,3,1,5,131,Can't Loose Them,low,Can't Loose Them
2219,15921,172,1,336.03,1,1,2,4,112,Hibernating,low,Hibernating
2220,15922,372,1,369.5,1,1,2,4,112,Hibernating,low,Hibernating
2221,15923,372,1,127.08,1,1,1,3,111,Hibernating,low,Hibernating
2222,15925,193,1,207.15,1,1,1,3,111,Hibernating,low,Hibernating
